word,reviewed,unreviewed,rowwise_total,norm_reviewed,norm_unreviewed,norm_diff,norm_total
roomswimming,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
roomsukhumvitbtsphrompongsky,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roomquietfull,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roomstyle,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roomssuper,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roomsqm,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
roomskyfitnessfully,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
roomsky,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
roomshower,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
roomscheck,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roomsbudgetpricenext,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roomroom,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roomrooftop,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roomratchadawalktrain,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roomramkhamhaeng,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
roombr,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roombath,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rio大李两居田园风,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
roombalconyriver,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
riverviewsuite,1.0,0.0,1.0,0.02,0.0,0.02,0.01
riverviewsky,1.0,0.0,1.0,0.02,0.0,0.02,0.01
riverviewnetflixmrttv,1.0,0.0,1.0,0.02,0.0,0.02,0.01
riverviewnetflixbts,1.0,0.0,1.0,0.02,0.0,0.02,0.01
riverviewhighfloornear,1.0,0.0,1.0,0.02,0.0,0.02,0.01
riverviewbtsmain,1.0,0.0,1.0,0.02,0.0,0.02,0.01
riverviewbreakfast,1.0,0.0,1.0,0.02,0.0,0.02,0.01
riversided,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
riversideapteasy,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rivericonsiam,1.0,0.0,1.0,0.02,0.0,0.02,0.01
riverhousebriverside,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
rivergreat,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
riverfron,1.0,0.0,1.0,0.02,0.0,0.02,0.01
riverfirework,1.0,0.0,1.0,0.02,0.0,0.02,0.01
riverbtsmallfood,1.0,0.0,1.0,0.02,0.0,0.02,0.01
riverboat,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rive,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ritzy,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rittha,1.0,0.0,1.0,0.02,0.0,0.02,0.01
risa,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ris,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
rio高层精装修star,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rio高层精装修b,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rio高层,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
rio网红天际泳池sky,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
rio精装修魔幻梦想,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rio湄南河景大皇宫附近高层精装修公寓两卧,1.0,0.0,1.0,0.02,0.0,0.02,0.01
riverviewsuiteanetflixwashingmachinegympool,1.0,0.0,1.0,0.02,0.0,0.02,0.01
riverviewsuitef,1.0,0.0,1.0,0.02,0.0,0.02,0.01
riverviewsuitefnetflixmbpssmarttv,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rom,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
roombalconykitchen,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
roombalconygood,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
roomasokmins,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roomaround,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roomarea,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
roomac,1.0,0.0,1.0,0.02,0.0,0.02,0.01
room_beyond,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
roofgarden,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ronrf,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
rongte,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
romyen,1.0,0.0,1.0,0.02,0.0,0.02,0.01
romance,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roi,1.0,0.0,1.0,0.02,0.0,0.02,0.01
riverviewsuitekfnetflix,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roftpool,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
rodeo,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rocky,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roaring,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
roam,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roads,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roadeleven,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roadcanal,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
roadbanglumpoo,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rnearnewtrainnightmarket,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
rn,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rmramada,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ratana,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ranong,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rangsit,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
pratunamfashion,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
priv,1.0,0.0,1.0,0.02,0.0,0.02,0.01
priscilla,1.0,0.0,1.0,0.02,0.0,0.02,0.01
primeposh,1.0,0.0,1.0,0.02,0.0,0.02,0.01
price高樓套房分鐘到地鐵近百貨商圈小時入住,1.0,0.0,1.0,0.02,0.0,0.02,0.01
price精装套房可提供中文咨询让您無障碍畅游泰国,1.0,0.0,1.0,0.02,0.0,0.02,0.01
price溫馨兩房,1.0,0.0,1.0,0.02,0.0,0.02,0.01
priceroom,1.0,0.0,1.0,0.02,0.0,0.02,0.01
pricefree,1.0,0.0,1.0,0.02,0.0,0.02,0.01
pricefamily,1.0,0.0,1.0,0.02,0.0,0.02,0.01
price_workfromhome_,1.0,0.0,1.0,0.02,0.0,0.02,0.01
pretend,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
prestiege,1.0,0.0,1.0,0.02,0.0,0.02,0.01
presidential,1.0,0.0,1.0,0.02,0.0,0.02,0.01
premiumriverviewsuitefnetflixsmarttvwifi,1.0,0.0,1.0,0.02,0.0,0.02,0.01
premiumriverviewsuitefktv,1.0,0.0,1.0,0.02,0.0,0.02,0.01
premiumcomfortsuitefnetflix,1.0,0.0,1.0,0.02,0.0,0.02,0.01
premises,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
premiers,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
premierronrf,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
premierro,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
premierrbnrf,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
premieresuiteoriental,1.0,0.0,1.0,0.02,0.0,0.02,0.01
preeyanut,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
prayaphirom,1.0,0.0,1.0,0.02,0.0,0.02,0.01
pratunamsiammbk,1.0,0.0,1.0,0.02,0.0,0.02,0.01
pratunamplatinumctwbigc,1.0,0.0,1.0,0.02,0.0,0.02,0.01
pratunamplatinumairport,1.0,0.0,1.0,0.02,0.0,0.02,0.01
privacysukhumvit,1.0,0.0,1.0,0.02,0.0,0.02,0.01
privat,1.0,0.0,1.0,0.02,0.0,0.02,0.01
privateaot,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
proche,1.0,0.0,1.0,0.02,0.0,0.02,0.01
pt,1.0,0.0,1.0,0.02,0.0,0.02,0.01
pst,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
psp,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
prutunam,1.0,0.0,1.0,0.02,0.0,0.02,0.01
proximity,1.0,0.0,1.0,0.02,0.0,0.02,0.01
provides,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
proud,1.0,0.0,1.0,0.02,0.0,0.02,0.01
proof,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
prompongbtsopt,1.0,0.0,1.0,0.02,0.0,0.02,0.01
projectorinfinity,1.0,0.0,1.0,0.02,0.0,0.02,0.01
profound,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
prochic,1.0,0.0,1.0,0.02,0.0,0.02,0.01
proa,1.0,0.0,1.0,0.02,0.0,0.02,0.01
privatecentral,1.0,0.0,1.0,0.02,0.0,0.02,0.01
priya,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
privée,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
privet,1.0,0.0,1.0,0.02,0.0,0.02,0.01
privatewalk,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
privateroomsqmactvsb,1.0,0.0,1.0,0.02,0.0,0.02,0.01
privateroomacsb,1.0,0.0,1.0,0.02,0.0,0.02,0.01
privateroom,1.0,0.0,1.0,0.02,0.0,0.02,0.01
privatefamily,1.0,0.0,1.0,0.02,0.0,0.02,0.01
privated,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
privatecosy,1.0,0.0,1.0,0.02,0.0,0.02,0.01
privateclean,1.0,0.0,1.0,0.02,0.0,0.02,0.01
privatecheerfulwfh,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
pratunamhotels,1.0,0.0,1.0,0.02,0.0,0.02,0.01
pratunambts,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rangnum,1.0,0.0,1.0,0.02,0.0,0.02,0.01
prasit,1.0,0.0,1.0,0.02,0.0,0.02,0.01
pool大皇宫mrt,1.0,0.0,1.0,0.02,0.0,0.02,0.01
pool俯瞰曼谷,1.0,0.0,1.0,0.02,0.0,0.02,0.01
poolyoganetflixm,1.0,0.0,1.0,0.02,0.0,0.02,0.01
poolyoganetflix,1.0,0.0,1.0,0.02,0.0,0.02,0.01
poolwifirca,1.0,0.0,1.0,0.02,0.0,0.02,0.01
poolwifibtsshopping,1.0,0.0,1.0,0.02,0.0,0.02,0.01
poolwfi,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
poolwalkbtsiconsiam,1.0,0.0,1.0,0.02,0.0,0.02,0.01
poolterminalbtsasoknana,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
poolterminal,1.0,0.0,1.0,0.02,0.0,0.02,0.01
poolsunbathmbts,1.0,0.0,1.0,0.02,0.0,0.02,0.01
poolsunbathing,1.0,0.0,1.0,0.02,0.0,0.02,0.01
poolsunbathbts,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
poolsqm,1.0,0.0,1.0,0.02,0.0,0.02,0.01
poolspabts,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
poolsnear,1.0,0.0,1.0,0.02,0.0,0.02,0.01
poolshopping,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
poolshared,1.0,0.0,1.0,0.02,0.0,0.02,0.01
poolrock,1.0,0.0,1.0,0.02,0.0,0.02,0.01
poolrcamrt,1.0,0.0,1.0,0.02,0.0,0.02,0.01
poolpratunam,1.0,0.0,1.0,0.02,0.0,0.02,0.01
poolpet,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
poolpeacefulgardenmarket,1.0,0.0,1.0,0.02,0.0,0.02,0.01
poolnist,1.0,0.0,1.0,0.02,0.0,0.02,0.01
poolnext,1.0,0.0,1.0,0.02,0.0,0.02,0.01
poolmrtbts,1.0,0.0,1.0,0.02,0.0,0.02,0.01
poolmonthly,1.0,0.0,1.0,0.02,0.0,0.02,0.01
pool网红小区仅月租,1.0,0.0,1.0,0.02,0.0,0.02,0.01
poon,1.0,0.0,1.0,0.02,0.0,0.02,0.01
poonplus,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
pplnr,1.0,0.0,1.0,0.02,0.0,0.02,0.01
praram,1.0,0.0,1.0,0.02,0.0,0.02,0.01
prapai,1.0,0.0,1.0,0.02,0.0,0.02,0.01
prank,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
prakeaw,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
prakanongwifi,1.0,0.0,1.0,0.02,0.0,0.02,0.01
prakanonge,1.0,0.0,1.0,0.02,0.0,0.02,0.01
prahonyothin,1.0,0.0,1.0,0.02,0.0,0.02,0.01
pradipatari,1.0,0.0,1.0,0.02,0.0,0.02,0.01
practical,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
prachachuenpongpetch,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
prachachuenphongphet,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
pplwalk,1.0,0.0,1.0,0.02,0.0,0.02,0.01
pphcondo,1.0,0.0,1.0,0.02,0.0,0.02,0.01
poor,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ppasoksukhumvit,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ppailin,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
potato,1.0,0.0,1.0,0.02,0.0,0.02,0.01
postmodern,1.0,0.0,1.0,0.02,0.0,0.02,0.01
possession,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
poshtelprivate,1.0,0.0,1.0,0.02,0.0,0.02,0.01
posh,1.0,0.0,1.0,0.02,0.0,0.02,0.01
pornuthai,1.0,0.0,1.0,0.02,0.0,0.02,0.01
porch,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
poppy,1.0,0.0,1.0,0.02,0.0,0.02,0.01
popcorn,1.0,0.0,1.0,0.02,0.0,0.02,0.01
popart,1.0,0.0,1.0,0.02,0.0,0.02,0.01
pu,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
puck,1.0,0.0,1.0,0.02,0.0,0.02,0.01
puengwhan,1.0,0.0,1.0,0.02,0.0,0.02,0.01
pui,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
rama商圈中心平单身公寓绝佳无边观景泳池步行分钟地铁火车夜市近机场线,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rama商区精品公寓一居新火车夜市中国大使馆mrtrca酒吧街,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rama一居室空中步道无边泳池central,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ramawifi,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ramatrain,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ramathakham,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ramastudio无边泳池新火车夜市中国大使馆rca酒吧街,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ramastation,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ramasathornnonsri,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ramapretty,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ramapharam,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ramanetflix,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ramanear,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ramamrt,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ramamallbig,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ramamakkasan,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ramalong,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ramaloft设计,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ramahuaykhangrama,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ramag,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ramaekamai,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ramacondo,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ramabr,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ramabedrama,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ramaasokeairport,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ramaairport,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ralph,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rama商圈精致loft步行min至mrt泳池夜景近火车夜市asok机场线,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rama商圈豪华一居室central,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
rama地铁站泳池公寓,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ramintralaksi,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ram高端网红公寓设施完善市中心商场众多,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ramp,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ramoumheang,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ramkkamheang,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ramkhunheangroom,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ramkhumheang,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ramkhumhang,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ramkhanheng,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ramkhanheang,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ramkhamhaeng兰康恒出门bts,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ramkhamhaengbangkok,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ramintranavamin,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ramindralaksi,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rama新火车夜市,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rama高层天空泳池月租mrt步行m,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rama顶级公寓超豪华全新一居室,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rama精品一居室火车夜市无边泳池mrt尚泰百货,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
rama精品一居室中文接待无边泳池中国大使馆central,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rama精品一居室rca酒吧街机场快线中国大使馆mrtcentral,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rama精品studio无边泳池空中步道mrt火车夜市中文接待中国大使馆,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rama精品studio无边泳池尚泰购物中火车夜市中国大使馆中文接待,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rama精品studio无边泳池中文接待火车夜市rca酒吧街中国大使馆,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
rama精品studio无边泳池中文接待中国大使馆新火车夜市mrtrca酒吧街,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
rama精品studio无边泳池中国大使馆rca酒吧街新火车夜市,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
rama新火车夜市rca酒吧街,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rama新火车夜市jodd中国大使馆mrt,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
rakbeds,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
rakbed,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
rakamheng,1.0,0.0,1.0,0.02,0.0,0.02,0.01
pw_,1.0,0.0,1.0,0.02,0.0,0.02,0.01
queenstwin,1.0,0.0,1.0,0.02,0.0,0.02,0.01
queensize,1.0,0.0,1.0,0.02,0.0,0.02,0.01
queensbr,1.0,0.0,1.0,0.02,0.0,0.02,0.01
queenbed,1.0,0.0,1.0,0.02,0.0,0.02,0.01
qube,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
quarters,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
quarter,1.0,0.0,1.0,0.02,0.0,0.02,0.01
quang,1.0,0.0,1.0,0.02,0.0,0.02,0.01
quaint,1.0,0.0,1.0,0.02,0.0,0.02,0.01
quadruplefamily,1.0,0.0,1.0,0.02,0.0,0.02,0.01
quadliving,1.0,0.0,1.0,0.02,0.0,0.02,0.01
pyathai,1.0,0.0,1.0,0.02,0.0,0.02,0.01
putt,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
quietbigwifi,1.0,0.0,1.0,0.02,0.0,0.02,0.01
puthabucha,1.0,0.0,1.0,0.02,0.0,0.02,0.01
purple,1.0,0.0,1.0,0.02,0.0,0.02,0.01
purita,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
puri,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
pura,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
punsamon,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
punnawithinice,1.0,0.0,1.0,0.02,0.0,0.02,0.01
punnawithifree,1.0,0.0,1.0,0.02,0.0,0.02,0.01
punmiles,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
punawithi,1.0,0.0,1.0,0.02,0.0,0.02,0.01
pulse,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
puimek,1.0,0.0,1.0,0.02,0.0,0.02,0.01
queens暹罗皇后区mrtqueen,1.0,0.0,1.0,0.02,0.0,0.02,0.01
quietbkk,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
rak,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
rabbitat,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
raised,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
raining,1.0,0.0,1.0,0.02,0.0,0.02,0.01
raik,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rachawadee,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
rachatiwi,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
rachathewicenter,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rachapuk,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rachapruk,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
rachapruek,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
rachaprasongbr,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rachadamri,1.0,0.0,1.0,0.02,0.0,0.02,0.01
raccoon,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rab,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
quietclean,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ra,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
q❺曼谷市中心两房一厅顶楼度无边游泳池bts机场快线步行四面佛暹罗广场杰特宁医院,1.0,0.0,1.0,0.02,0.0,0.02,0.01
q❸曼谷市中心两房一厅顶楼度无边游泳池bts机场快线步行四面佛暹罗广场杰特宁医院,1.0,0.0,1.0,0.02,0.0,0.02,0.01
q❷市中心方一房一厅顶楼度无边游泳池bts机场快线步行四面佛暹罗广场杰特宁医院,1.0,0.0,1.0,0.02,0.0,0.02,0.01
q❶曼谷市中心两房一厅顶楼度无边游泳池bts机场快线步行四面佛暹罗广场杰特宁医院,1.0,0.0,1.0,0.02,0.0,0.02,0.01
quintara,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
quinn,1.0,0.0,1.0,0.02,0.0,0.02,0.01
quietsave,1.0,0.0,1.0,0.02,0.0,0.02,0.01
quietsafe,1.0,0.0,1.0,0.02,0.0,0.02,0.01
quietnatural,1.0,0.0,1.0,0.02,0.0,0.02,0.01
quietcosy,1.0,0.0,1.0,0.02,0.0,0.02,0.01
quietcomfy,1.0,0.0,1.0,0.02,0.0,0.02,0.01
newnana,1.0,0.0,1.0,0.02,0.0,0.02,0.01
newlyprivatecozy,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
hotelsha,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
k曼谷沙吞金融中心高端精装公寓房屋顶无边泳池空中健身房休息室分钟到bts轻轨站,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
larena,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
lardpao,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
laptop,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
lapis,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
lap,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
laos,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
lantala,1.0,0.0,1.0,0.02,0.0,0.02,0.01
lane,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
landmark,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
landlordeasy,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
lamsalee,1.0,0.0,1.0,0.02,0.0,0.02,0.01
lampong,1.0,0.0,1.0,0.02,0.0,0.02,0.01
lamour,1.0,0.0,1.0,0.02,0.0,0.02,0.01
lamaiman,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
lakzin,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
laksong,1.0,0.0,1.0,0.02,0.0,0.02,0.01
lak,1.0,0.0,1.0,0.02,0.0,0.02,0.01
laid,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ladyplum,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ladproaw,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ladproa,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ladprawjj,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ladprao中文服务,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ladpraofree,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ladphaw,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ladkabang,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
k豪华高端公寓屋顶无边泳池曼谷sathorn,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
largebr_apt_sukhumvit,1.0,0.0,1.0,0.02,0.0,0.02,0.01
largehigh,1.0,0.0,1.0,0.02,0.0,0.02,0.01
larger,1.0,0.0,1.0,0.02,0.0,0.02,0.01
least,1.0,0.0,1.0,0.02,0.0,0.02,0.01
lifebtspool,1.0,0.0,1.0,0.02,0.0,0.02,0.01
lifeasoke小区mtomrtairportrail地铁机场快线走路米freewifi,1.0,0.0,1.0,0.02,0.0,0.02,0.01
lg,1.0,0.0,1.0,0.02,0.0,0.02,0.01
lexury,1.0,0.0,1.0,0.02,0.0,0.02,0.01
lette,1.0,0.0,1.0,0.02,0.0,0.02,0.01
let,1.0,0.0,1.0,0.02,0.0,0.02,0.01
lert,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
lennon,1.0,0.0,1.0,0.02,0.0,0.02,0.01
legendary,1.0,0.0,1.0,0.02,0.0,0.02,0.01
legacy,1.0,0.0,1.0,0.02,0.0,0.02,0.01
led,1.0,0.0,1.0,0.02,0.0,0.02,0.01
leaving,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
leading,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
largest,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
lbtsmrtboatl,1.0,0.0,1.0,0.02,0.0,0.02,0.01
lbblbtsmrtl,1.0,0.0,1.0,0.02,0.0,0.02,0.01
layoutsq,1.0,0.0,1.0,0.02,0.0,0.02,0.01
lavish,1.0,0.0,1.0,0.02,0.0,0.02,0.01
laviq,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
latplakhao,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
latkrabang,1.0,0.0,1.0,0.02,0.0,0.02,0.01
latin,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
latex,1.0,0.0,1.0,0.02,0.0,0.02,0.01
last,1.0,0.0,1.0,0.02,0.0,0.02,0.01
lasallebearing,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
lasal,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
k曼谷金融cbd,1.0,0.0,1.0,0.02,0.0,0.02,0.01
